track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_name,popularity,album_name,album_type,release_date,track_url
I Love You So,The Walters,1,2014,11,28,7536,7,972164968.0,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4,The Walters,87.0,I Love You So,single,2014-11-28,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682.0,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6,Steve Lacy,85.0,Dark Red,single,2017-02-20,https://open.spotify.com/track/3EaJDYHA0KnX88JvDhL9oa
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338.0,231,37,"1,509",0,13,99,A#,Major,40,45,56,69,0,9,5,James Arthur,84.0,Back from the Edge,album,2016-10-28,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785.0,122,94,"1,992",0,18,136,n/a,Minor,36,12,57,9,0,14,8,The Weeknd,86.0,Beauty Behind The Madness,album,2015-08-28,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767.0,27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10,Mac DeMarco,83.0,Here Comes The Cowboy,album,2019-05-10,https://open.spotify.com/track/7EAMXbLcL0qXmciM5SwMh2
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.0,0,0,0,0,0,92,A#,Minor,71,41,31,79,0,10,5,,,,,,
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566.0,20,8,30,2,0,95,C#,Major,77,72,87,17,0,7,5,Cris Mj,73.0,Marisola (Remix),single,2022-12-15,https://open.spotify.com/track/0NO2zL0kw8sGGnaMvHKAZF
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764.0,72,64,64,6,3,102,B,Minor,83,58,83,21,0,10,5,Rauw Alejandro,81.0,SATURNO,album,2023-01-24,https://open.spotify.com/track/1aUq8rjW1EwkAkMri4VfJy
Low,SZA,1,2022,12,9,1911,0,272377463.0,23,71,14,0,9,145,n/a,Minor,70,34,55,43,0,16,6,,,,,,
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037.0,39,0,"7,341",0,0,110,A,Major,50,24,86,0,0,64,4,Linkin Park,88.0,Meteora,album,2003-03-25,https://open.spotify.com/track/2nLtzopw4rPReszdYBJU6h
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242.0,32,18,39,2,0,95,n/a,Major,64,30,77,46,0,38,6,Gorillaz,70.0,Cracker Island,album,2023-02-24,https://open.spotify.com/track/38UYeBLfvpnDSG9GznZdnL
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790.0,22,82,8,0,9,94,B,Minor,68,81,82,53,0,9,13,j-hope,69.0,on the street (with J. Cole),single,2023-03-03,https://open.spotify.com/track/5wxYxygyHpbgv0EXZuqb9V
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433.0,11,58,5,0,21,142,G,Major,61,92,91,0,0,26,3,Morgan Wallen,69.0,One Thing At A Time,album,2023-03-03,https://open.spotify.com/track/1rXq0uoV4KTgRN64jXzIxo
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336.0,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5,,,,,,
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.0,4,20,0,0,0,121,F#,Minor,64,67,80,0,0,36,3,,,,,,
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280.0,22,101,0,0,66,140,D#,Minor,66,43,76,49,0,12,3,,,,,,
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254.0,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6,Don Toliver,78.0,Love Sick,album,2023-02-24,https://open.spotify.com/track/52NGJPcLUzQq5w7uv4e5gf
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148.0,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3,Morgan Wallen,69.0,One Thing At A Time,album,2023-03-03,https://open.spotify.com/track/03fs6oV5JAlbytRYf3371S
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.0,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3,,,,,,
LET GO,Central Cee,1,2022,12,15,2301,20,298063749.0,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38,Central Cee,73.0,LET GO,single,2022-12-15,https://open.spotify.com/track/3zkyus0njMCL6phZmNNEeN
Sial,Mahalini,1,2023,1,23,134,4,166570053.0,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4,Mahalini,73.0,fábula,album,2023-01-23,https://open.spotify.com/track/6O0WEM0QNEhqpU50BKui7o
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.0,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4,Morgan Wallen,66.0,One Thing At A Time,album,2023-03-03,https://open.spotify.com/track/7phmBo7bB9I9YifAXqnlqV
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3,,,,,,
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6,ThxSoMch,79.0,SPIT IN MY FACE!,single,2022-12-20,https://open.spotify.com/track/1N8TTK1Uoy7UvQNUazfUt5
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663.0,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5,,,,,,
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3,Morgan Wallen,75.0,One Thing At A Time,album,2023-03-03,https://open.spotify.com/track/73zawW1ttszLRgT9By826D
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26,Nicki Minaj,61.0,Red Ruby Da Sleeze,single,2023-03-03,https://open.spotify.com/track/4ZYAU4A2YBtlNdqOUtc7T2
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4,Kaifi Khalil,73.0,Kahani Suno 2.0,single,2022-05-31,https://open.spotify.com/track/4VsP4Dm8gsibRxB5I2hEkw
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,SZA,87.0,SOS,album,2022-12-09,https://open.spotify.com/track/5Y35SjAfXjjG0sFQ3KOxmm
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29,,,,,,
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.0,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23,NewJeans,77.0,NewJeans 1st EP 'New Jeans',single,2022-08-01,https://open.spotify.com/track/0a4MMyCrzT0En247IhqZbD
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,Lady Gaga,76.0,Born This Way (International Special Edition Version),album,2011-05-23,https://open.spotify.com/track/53jnnqFSRGMDB9ADrNriCA
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517.0,118,34,150,4,19,132,n/a,Minor,87,82,70,42,0,21,5,,,,,,
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3,,,,,,
WANDA,Quevedo,1,2023,1,20,888,22,175399345.0,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7,Quevedo,70.0,DONDE QUIERO ESTAR,album,2023-01-20,https://open.spotify.com/track/0Iozrbed8spxoBnmtBMshO
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,Morgan Wallen,77.0,One Thing At A Time,album,2023-03-03,https://open.spotify.com/track/3Qu3Zh4WTKhP9GEXo0aDnb
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,Black Veil Brides,70.0,Wretched And Divine: The Story Of The Wild Ones,album,2012-01-01,https://open.spotify.com/track/1RTYixE1DD3g3upEpmCJpa
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3,Léo Santana,66.0,Zona De Perigo,single,2022-12-08,https://open.spotify.com/track/1jHgfC8T5KxUyC5Ldw6lk9
Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4,Malafaia Na Voz,25.0,Lovezinho,single,2023-03-07,https://open.spotify.com/track/5FRKq4DK5JEyd6Nrcm3A0f
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7,Post Malone,77.0,Twelve Carat Toothache,album,2022-06-03,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,Bad Bunny,78.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.0,16,19,21,3,4,105,n/a,Minor,76,49,56,80,12,10,13,,,,,,
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665.0,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33,,,,,,
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28,Imagine Dragons,80.0,Mercury - Acts 1 & 2,album,2022-07-01,https://open.spotify.com/track/3CIyK1V4JEJkg02E4EJnDl
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,XXXTENTACION,84.0,17,album,2017-08-25,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5,Israel & Rodolffo,61.0,Bombonzinho (Ao Vivo),single,2022-11-03,https://open.spotify.com/track/4o6v3Oooyt7HF20idztRD4
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549.0,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,,,,,,
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112.0,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2,,,,,,
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,Dua Lipa,75.0,Future Nostalgia,album,2020-03-27,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,The Weeknd,82.0,After Hours,album,2020-03-20,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,Lizzo,75.0,Special,album,2022-07-15,https://open.spotify.com/track/6HMtHNpW6YPi1hrw9tgF8P
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.0,5,9,0,0,0,148,n/a,Major,53,61,81,5,0,36,4,Morgan Wallen,61.0,One Thing At A Time,album,2023-03-03,https://open.spotify.com/track/1BAU6v0fuAV914qMUEESR1
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450.0,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5,,,,,,
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971.0,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6,Wisin & Yandel,70.0,La Última Misión,album,2022-12-01,https://open.spotify.com/track/6OzUIp8KjuwxJnCWkXp1uL
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4,King,73.0,Champagne Talk,album,2022-09-13,https://open.spotify.com/track/1418IuVKQPTYqt7QNJ9RXN
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,Bad Bunny,82.0,Un Verano Sin Ti,album,2022-05-06,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,Coldplay,75.0,Music Of The Spheres,album,2021-10-15,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947.0,2,10,0,0,0,125,n/a,Major,53,32,66,38,0,9,3,,,,,,
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687.0,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27,ROSALÍA,63.0,LLYLM,single,2023-01-27,https://open.spotify.com/track/2SiAcexM2p1yX6joESbehd
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664.0,86,1,49,0,9,115,n/a,Major,70,84,90,17,0,41,6,Sam Smith,65.0,Gloria,album,2023-01-27,https://open.spotify.com/track/3i0FkJYlU4MFfYkjFHXXAM
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,P!nk,68.0,TRUSTFALL,album,2023-02-17,https://open.spotify.com/track/1gUwi1o1S9W9P0FQgJdY8s
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,LE SSERAFIM,75.0,UNFORGIVEN,album,2023-05-01,https://open.spotify.com/track/0bMoNdAnxNR0OuQbGDovrr
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624.0,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4,,,,,,
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295.0,15,40,21,1,15,100,n/a,Major,79,60,68,7,0,26,4,TAEYANG,60.0,Down to Earth,album,2023-04-25,https://open.spotify.com/track/4NIe9Is7bN5JWyTeCW2ahK
Shirt,SZA,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,,,,,,
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.0,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3,Rihanna,70.0,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),single,2022-10-28,https://open.spotify.com/track/35ovElsgyAtQwYPYnZJECg
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,Lil Nas X,71.0,STAR WALKIN' (League of Legends Worlds Anthem),single,2022-09-22,https://open.spotify.com/track/38T0tPVZHcPZyhtOcCP7pF
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,Beach Weather,83.0,Pineapple Sunrise,album,2023-03-03,https://open.spotify.com/track/7MlDNspYwfqnHxORufupwq
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332.0,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10,BTS,76.0,MAP OF THE SOUL : PERSONA,album,2019-04-12,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6,Baby Tate,67.0,"Hey, Mickey!",single,2016-09-27,https://open.spotify.com/track/3RKjTYlQrtLXCq5ncswBPp
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624.0,107,44,750,22,0,107,B,Major,81,82,78,38,0,12,4,Rema,71.0,Calm Down,single,2022-02-10,https://open.spotify.com/track/6hgoYQDUcPyCz7LcTUHKxa
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7,Vishal-Shekhar,66.0,Pathaan,single,2022-12-22,https://open.spotify.com/track/6FAYpZ4jve8vpvTwUvjK6H
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20,RAYE,71.0,Escapism.,single,2022-12-07,https://open.spotify.com/track/3XCpS4k8WqNnCpcDOSRRuz
Space Song,Beach House,1,2015,1,1,17852,4,789753877.0,69,76,335,0,0,147,n/a,Minor,51,62,79,22,13,14,3,Beach House,74.0,Depression Cherry,album,2015-08-28,https://open.spotify.com/track/1ZgMsA55GIY7ICkQh5MILA
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833.0,11,78,35,0,21,115,n/a,Major,71,34,88,16,0,44,4,Jung Kook,73.0,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],single,2022-11-20,https://open.spotify.com/track/0jY618wuln0b5b8sCxFgjk
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32,Shakira,72.0,Te Felicito,single,2022-04-21,https://open.spotify.com/track/2rurDawMfoKP4uHyb2kJBt
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8,,,,,,
TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,Billie Eilish,85.0,Guitar Songs,single,2022-07-21,https://open.spotify.com/track/3GYlZ7tbxLOxe6ewMNVTkw
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,Sam Smith,84.0,In The Lonely Hour,album,2014-05-26,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,Conan Gray,85.0,Kid Krow,album,2020-03-20,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4,Vishal-Shekhar,70.0,"Besharam Rang (From ""Pathaan"")",single,2022-12-12,https://open.spotify.com/track/0CtZpaOhtzvLV3FfcsVpQo
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891.0,537,122,"2,726",6,0,124,A,Minor,79,59,86,4,0,8,11,Calvin Harris,80.0,One Kiss (with Dua Lipa),single,2018-04-06,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9,TOMORROW X TOGETHER,69.0,The Name Chapter: TEMPTATION,single,2023-01-27,https://open.spotify.com/track/0rhI6gvOeCKA502RdJAbfs
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895.0,57,119,77,1,13,90,n/a,Major,80,71,69,2,0,27,10,BLACKPINK,71.0,BORN PINK,album,2022-09-15,https://open.spotify.com/track/5zwwW9Oq7ubSxoCGyW1nbY
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34,Future,83.0,I NEVER LIKED YOU,album,2022-04-29,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,Dua Lipa,82.0,Future Nostalgia,album,2020-03-27,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,Mr.Kitty,77.0,Time,album,2014-10-06,https://open.spotify.com/track/2LKOHdMsL0K9KwcPRlJK2v
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678.0,27,64,66,1,4,154,n/a,Major,64,61,91,15,0,72,4,Gustavo Mioto,68.0,Eu Gosto Assim (Ao Vivo),single,2022-09-16,https://open.spotify.com/track/4ASA1PZyWGbuc4d9N8OAcF
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763.0,300,47,690,0,0,150,D#,Minor,74,89,70,2,0,5,6,Lil Nas X,75.0,INDUSTRY BABY (feat. Jack Harlow),single,2021-07-23,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5,Elley Duhé,76.0,MIDDLE OF THE NIGHT,single,2020-01-10,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
Atlantis,Seafret,1,2015,4,22,3045,6,571386359.0,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3,Seafret,83.0,Tell Me It's Real (Expanded Edition),album,2016-01-29,https://open.spotify.com/track/1Fid2jjqsHViMX6xNH70hE
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786.0,54,32,66,2,0,107,n/a,Major,87,20,83,0,4,31,9,Rauw Alejandro,70.0,SATURNO,album,2023-01-24,https://open.spotify.com/track/4UGqAW9i7NtE5mW9xzm6yk
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,MC MENOR HR,60.0,Evoque Prata,single,2022-09-09,https://open.spotify.com/track/0bBwi6ddYeTv5fXgHAdfiH
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,Dean Lewis,76.0,How Do I Say Goodbye,single,2022-08-31,https://open.spotify.com/track/5hnGrTBaEsdukpDF6aZg8a
Blind,SZA,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,,,,,,
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,The Weeknd,86.0,Starboy,album,2016-11-24,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,Central Cee,77.0,Doja,single,2022-07-21,https://open.spotify.com/track/3LtpKP5abr2qqjunvjlX5i
Gatita,Bellakath,1,2022,10,3,1054,0,168684524.0,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,Bellakath,61.0,Kittyponeo,album,2023-10-05,https://open.spotify.com/track/4MFpFnhirNfY968H72VLpg
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6,Skrillex,66.0,Quest For Fire,album,2023-02-17,https://open.spotify.com/track/74fmYjFwt9CqEFAh8ybeBD
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,Metro Boomin,74.0,HEROES & VILLAINS,album,2022-12-02,https://open.spotify.com/track/4WuOWVnAqvEQxgSRrspBgt
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,Bad Bunny,77.0,Yonaguni,single,2021-06-04,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,Nicki Minaj,69.0,Super Freaky Girl,single,2022-08-12,https://open.spotify.com/track/4C6Uex2ILwJi9sZXRdmqXp
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,Kate Bush,81.0,Hounds Of Love,album,1985-09-16,https://open.spotify.com/track/1PtQJZVZIdWIYdARpZRDFO
Dream On,Aerosmith,1,1973,1,5,168,0,838586769.0,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,Aerosmith,83.0,Aerosmith,album,1973-01-05,https://open.spotify.com/track/1xsYj84j7hUDDnTTerGWlH
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.0,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,Daddy Yankee,77.0,Prestige,album,2012-01-01,https://open.spotify.com/track/3pDhN3qB33AOPhQEkUCaWt
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632.0,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,Lost Frequencies,79.0,All Stand Together,album,2023-11-10,https://open.spotify.com/track/3mfER4ORePHvN35cbZ3dkV
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580.0,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,,,,,,
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,0,126,B,Minor,81,59,90,5,0,36,3,Ed Sheeran,81.0,=,album,2021-10-25,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d
